Gene,Gene Symbol,Parameter,Level1,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq,fdr_p,log2(FC),stderr of log2(FC),-log10(FDR P),FC
ENSMUSG00000051669,AU021092,Age,18,1,-1.0376,2.7436,-6.4149,4.3397,0.14,0.7053,0.995805013,-1.496969312,3.9581503448,0.0018256918,0.3542968855
ENSMUSG00000051671,Coa6,Age,18,1,-0.5588,0.6730,-1.8779,0.7603,0.69,0.4064,0.9462540411,-0.806129676,0.9709631847,0.0239922528,0.571914078
ENSMUSG00000051674,Dcun1d4,Age,18,1,-0.9337,0.9113,-2.7199,0.8525,1.05,0.3056,0.8965755396,-1.347073971,1.3147978091,0.0474131137,0.3930884909
ENSMUSG00000051675,Trim32,Age,18,1,1.0587,1.0489,-0.9971,3.1145,1.02,0.3128,0.903067241,1.5273999904,1.5132196915,0.0442799116,2.8826586103
ENSMUSG00000051682,Treml4,Age,18,1,0.2573,0.2021,-0.1389,0.6534,1.62,0.2031,0.8350194089,0.3711630092,0.2916019274,0.0783034298,1.2933950635
ENSMUSG00000051687,Vmn1r73,Age,18,1,0.3185,0.3690,-0.4047,1.0416,0.75,0.3881,0.9401230403,0.4594404453,0.5322860192,0.0268153036,1.3750084125
ENSMUSG00000051695,Pcbp1,Age,18,1,0.2064,0.1906,-0.1672,0.5800,1.17,0.2789,0.8853586091,0.2977636733,0.2749859792,0.0528807853,1.2292374903
ENSMUSG00000051703,Tmem198,Age,18,1,0.6395,1.2454,-1.8015,3.0804,0.26,0.6076,0.9904937476,0.922539335,1.7967209868,0.0041482616,1.8954486005
ENSMUSG00000051705,Senp8,Age,18,1,1.9550,1.1786,-0.3551,4.2651,2.75,0.0972,0.6992016021,2.8204762281,1.7004256389,0.1553975852,7.0639553699
ENSMUSG00000051721,Wdcp,Age,18,1,0.0759,0.3001,-0.5122,0.6640,0.06,0.8003,0.9981664052,0.1095311138,0.4329040625,0.0007970511,1.0788775366
ENSMUSG00000051723,Rpl31-ps13,Age,18,1,0.4770,0.5549,-0.6105,1.5645,0.74,0.3900,0.9404884166,0.6881281975,0.8005028423,0.026646549,1.6111917458
ENSMUSG00000051726,Kcnf1,Age,18,0,25.9914,0.0000,25.9914,25.9914,,,,37.497694301,0,,194057643244
ENSMUSG00000051727,Kctd14,Age,18,1,0.0389,0.3790,-0.7039,0.7816,0.01,0.9183,0.9999208275,0.0560708101,0.546740617,0.0000343855,1.0396304609
ENSMUSG00000051730,Mettl5,Age,18,1,0.1699,0.6335,-1.0718,1.4115,0.07,0.7886,0.9981578959,0.2450693303,0.9139420932,0.0008007534,1.1851497233
ENSMUSG00000051732,Pabpc2,Age,18,1,0.3936,0.5061,-0.5983,1.3856,0.60,0.4367,0.9577940294,0.5678480603,0.7301576872,0.0187278745,1.4823108897
ENSMUSG00000051735,Rinl,Age,18,1,0.3122,0.2751,-0.2271,0.8515,1.29,0.2565,0.876918908,0.450394127,0.3969444296,0.0570405656,1.3664134936
ENSMUSG00000051736,Fam229b,Age,18,1,2.0679,0.8508,0.4003,3.7355,5.91,0.0151,0.4070716208,2.9833749368,1.2275054581,0.3903291736,7.9083402147
ENSMUSG00000051747,Ttn,Age,18,1,0.4226,0.9333,-1.4067,2.2520,0.21,0.6507,0.995805013,0.6097365565,1.3465354921,0.0018256918,1.5259805317
ENSMUSG00000051748,Wfdc21,Age,18,1,0.0912,0.3733,-0.6404,0.8228,0.06,0.8070,0.9981830775,0.13156443,0.5385270279,0.0007897971,1.0954809753
ENSMUSG00000051768,Xrcc1,Age,18,1,0.4113,0.2778,-0.1332,0.9558,2.19,0.1387,0.7622414985,0.5934038568,0.4007973298,0.1179074107,1.50880238
ENSMUSG00000051786,Tubgcp6,Age,18,1,0.4776,0.2986,-0.1077,1.0629,2.56,0.1097,0.7161876725,0.6890695513,0.4308396085,0.1449731586,1.6122433862
ENSMUSG00000051790,Nlgn2,Age,18,1,0.6960,1.3284,-1.9076,3.2995,0.27,0.6003,0.9880053355,1.0040477573,1.9164235338,0.0052407101,2.0056192624
ENSMUSG00000051811,Cox6b2,Age,18,1,-0.3722,0.2854,-0.9316,0.1872,1.70,0.1922,0.824932023,-0.537021367,0.4117699983,0.0835818372,0.6891923694
ENSMUSG00000051817,Sox12,Age,18,1,0.4696,0.5503,-0.6090,1.5482,0.73,0.3935,0.9421764412,0.677495467,0.7939183588,0.0258677593,1.5993608374
ENSMUSG00000051839,Gypa,Age,18,1,-0.0519,0.3083,-0.6560,0.5523,0.03,0.8664,0.9999208275,-0.074814701,0.4447285705,0.0000343855,0.949464062
ENSMUSG00000051851,Rtl8c,Age,18,1,-0.5825,0.2439,-1.0605,-0.1046,5.71,0.0169,0.417027432,-0.840440956,0.3518398699,0.3798353762,0.558472847
ENSMUSG00000051853,Arf3,Age,18,1,-0.1016,0.1182,-0.3333,0.1301,0.74,0.3903,0.9408730339,-0.146523545,0.1705526083,0.0264689785,0.9034248199
ENSMUSG00000051855,Mest,Age,18,1,-0.5338,0.3327,-1.1859,0.1183,2.57,0.1086,0.7147225402,-0.770090453,0.4799803211,0.1458625213,0.5863807091
ENSMUSG00000051864,Tbc1d22a,Age,18,1,-0.0166,0.1270,-0.2655,0.2323,0.02,0.8960,0.9999208275,-0.023945531,0.1832127513,0.0000343855,0.9835392071
ENSMUSG00000051877,Vmn2r72,Age,18,1,2.0456,1.3928,-0.6842,4.7754,2.16,0.1419,0.767714243,2.9511632877,2.0093435145,0.1148004021,7.7337240487
ENSMUSG00000051890,Klhdc1,Age,18,1,-0.2824,1.0937,-2.4260,1.8613,0.07,0.7963,0.9981578959,-0.407363778,1.5778802058,0.0008007534,0.7539998918
ENSMUSG00000051910,Sox6,Age,18,1,0.1047,0.3380,-0.5578,0.7673,0.10,0.7567,0.9981578959,0.1511069991,0.4876901306,0.0008007534,1.1104211862
ENSMUSG00000051934,Spats2,Age,18,1,-1.3078,1.7341,-4.7065,2.0910,0.57,0.4508,0.9624941397,-1.886727864,2.5017568071,0.0166019061,0.2704196953
ENSMUSG00000051950,B3glct,Age,18,1,1.1101,0.6391,-0.1425,2.3628,3.02,0.0824,0.6782910617,1.6015802046,0.922045704,0.1685839059,3.0347553244
ENSMUSG00000051977,Prdm9,Age,18,1,0.6920,0.4627,-0.2150,1.5989,2.24,0.1348,0.7595200187,0.9983039108,0.6675757082,0.1194607749,1.9976501027
ENSMUSG00000051978,Erich1,Age,18,1,-0.0689,0.4341,-0.9198,0.7819,0.03,0.8738,0.9999208275,-0.099470576,0.6263069483,0.0000343855,0.9333754486
ENSMUSG00000051984,Sec31b,Age,18,1,0.9406,1.1901,-1.3919,3.2731,0.62,0.4293,0.9553033498,1.3569715435,1.7169275039,0.0198586994,2.5614691983
ENSMUSG00000051989,Smim11,Age,18,1,-0.1774,0.2748,-0.7160,0.3612,0.42,0.5186,0.9760109909,-0.255907937,0.3964539367,0.0105452917,0.8374599267
ENSMUSG00000051998,Lax1,Age,18,1,0.2278,0.3922,-0.5409,0.9966,0.34,0.5613,0.98148849,0.3286995213,0.5658514,0.0081147891,1.2558807841
ENSMUSG00000052005,Gm9864,Age,18,1,0.4284,0.2384,-0.0389,0.8956,3.23,0.0724,0.6553325923,0.618016923,0.3439449362,0.1835382323,1.5347640989
ENSMUSG00000052013,Btla,Age,18,1,0.0621,0.3147,-0.5547,0.6789,0.04,0.8436,0.9993708756,0.0895916824,0.454015812,0.0002733112,1.0640689826
ENSMUSG00000052031,Tagap1,Age,18,1,-0.3793,0.7034,-1.7579,0.9993,0.29,0.5897,0.9877546297,-0.547244449,1.0147703934,0.0053509261,0.684325945
ENSMUSG00000052033,Pfdn4,Age,18,1,0.1973,0.7324,-1.2382,1.6327,0.07,0.7876,0.9981578959,0.2846184402,1.0566129559,0.0008007534,1.2180880647
ENSMUSG00000052040,Klf13,Age,18,1,-0.1567,0.2439,-0.6347,0.3213,0.41,0.5205,0.9760109909,-0.226098668,0.3518526521,0.0105452917,0.8549437049
ENSMUSG00000052056,Zfp217,Age,18,1,0.3690,0.3588,-0.3342,1.0722,1.06,0.3038,0.8954298886,0.5323269981,0.5176191941,0.0479684134,1.4462600635
ENSMUSG00000052058,Olfr901,Age,18,0,25.7086,0.0000,25.7086,25.7086,,,,37.089631659,0,,146248579801
ENSMUSG00000052062,Pard3b,Age,18,1,-0.4711,0.2989,-1.0570,0.1148,2.48,0.1150,0.7243819209,-0.679634239,0.4312579252,0.1400323973,0.6243235369
ENSMUSG00000052085,Dock8,Age,18,1,0.3004,0.2532,-0.1960,0.7967,1.41,0.2356,0.8645576623,0.4333540131,0.3653417278,0.0632060358,1.3503693024
ENSMUSG00000052087,Rgs14,Age,18,1,-0.0186,0.1702,-0.3522,0.3150,0.01,0.9130,0.9999208275,-0.026818339,0.2455389566,0.0000343855,0.9815826545
ENSMUSG00000052102,Gnpda1,Age,18,1,0.2304,0.3907,-0.5353,0.9960,0.35,0.5554,0.9799755495,0.3323607688,0.5635907505,0.0087847599,1.259071985
ENSMUSG00000052117,D630039A03Rik,Age,18,1,-0.1520,1.9960,-4.0641,3.7600,0.01,0.9393,0.9999208275,-0.219313235,2.8795794586,0.0000343855,0.8589742357
ENSMUSG00000052137,Rbm12b2,Age,18,1,0.3110,0.7601,-1.1788,1.8009,0.17,0.6824,0.995805013,0.4487083992,1.0966477583,0.0018256918,1.3648178299
ENSMUSG00000052139,Babam2,Age,18,1,0.1980,0.2294,-0.2517,0.6477,0.74,0.3881,0.9401230403,0.2856650195,0.3310213647,0.0268153036,1.2189720271
ENSMUSG00000052142,Rasal3,Age,18,1,0.6823,0.2918,0.1105,1.2542,5.47,0.0194,0.4340747513,0.9843824513,0.4209374149,0.3624354749,1.9784662448
ENSMUSG00000052144,Ppp4r2,Age,18,1,-0.1365,0.3086,-0.7415,0.4684,0.20,0.6582,0.995805013,-0.196998243,0.4452764775,0.0018256918,0.8723637684
ENSMUSG00000052146,Rps10,Age,18,1,0.1248,0.1548,-0.1786,0.4282,0.65,0.4201,0.951993636,0.1800503526,0.2233139415,0.0213659548,1.1329234257
ENSMUSG00000052151,Plpp2,Age,18,1,0.5057,0.7097,-0.8853,1.8967,0.51,0.4761,0.9682034341,0.7295904021,1.0238771293,0.0140333813,1.6581682515
ENSMUSG00000052155,Acvr2a,Age,18,1,0.4406,1.6616,-2.8161,3.6972,0.07,0.7909,0.9981578959,0.6355975894,2.3971870561,0.0008007534,1.5535811371
ENSMUSG00000052160,Pld4,Age,18,1,0.4121,0.2154,-0.0101,0.8344,3.66,0.0557,0.6039748102,0.5945962062,0.3107862143,0.218981174,1.5100498807
ENSMUSG00000052187,Hbb-y,Age,18,1,-0.1106,0.4168,-0.9275,0.7064,0.07,0.7908,0.9981578959,-0.15949886,0.601336917,0.0008007534,0.8953360241
ENSMUSG00000052212,Cd177,Age,18,1,0.2314,0.2910,-0.3389,0.8017,0.63,0.4264,0.9533970767,0.333844469,0.4197597763,0.020726184,1.2603675093
ENSMUSG00000052214,Opa3,Age,18,1,-0.2117,0.2336,-0.6694,0.2461,0.82,0.3649,0.9290965379,-0.30535202,0.3369732749,0.0319391582,0.8092447353
ENSMUSG00000052217,Hbb-bh1,Age,18,1,0.1892,0.4196,-0.6332,1.0116,0.20,0.6521,0.995805013,0.2729412074,0.6053390101,0.0018256918,1.2082686031
ENSMUSG00000052241,A930035D04Rik,Age,18,1,0.0091,2.1059,-4.1183,4.1365,0.00,0.9966,0.9999208275,0.0130935124,3.038112394,0.0000343855,1.0091170405
ENSMUSG00000052253,Zfp622,Age,18,1,0.5084,0.2789,-0.0381,1.0549,3.32,0.0683,0.6424091059,0.7334682832,0.4022996667,0.1921883117,1.6626313077
ENSMUSG00000052270,Fpr2,Age,18,1,0.0842,0.2327,-0.3718,0.5402,0.13,0.7173,0.995805013,0.1215266138,0.335655144,0.0018256918,1.0878854193
ENSMUSG00000052271,Bhlha15,Age,18,1,-0.3463,0.9801,-2.2672,1.5746,0.12,0.7238,0.995805013,-0.499605292,1.4139275918,0.0018256918,0.7073002657
ENSMUSG00000052293,Taf9,Age,18,1,-0.6486,1.5985,-3.7817,2.4845,0.16,0.6849,0.995805013,-0.935750519,2.3062015918,0.0018256918,0.5227704435
ENSMUSG00000052296,Ppp6r1,Age,18,1,-0.3643,0.1737,-0.7048,-0.0237,4.40,0.0360,0.5341994291,-0.525546515,0.2506665285,0.2722965804,0.6946958988
ENSMUSG00000052298,Cdc42se2,Age,18,1,0.0064,0.2012,-0.3878,0.4007,0.00,0.9744,0.9999208275,0.0092974011,0.2902048107,0.0000343855,1.0064652776
ENSMUSG00000052299,Ltn1,Age,18,1,-0.3592,0.4301,-1.2021,0.4837,0.70,0.4036,0.9460886129,-0.518186579,0.6204394541,0.0240681846,0.698248958
ENSMUSG00000052302,Tbc1d30,Age,18,1,0.6896,0.6422,-0.5691,1.9483,1.15,0.2829,0.8874861686,0.9949244241,0.9265055342,0.0518384067,1.9929761204
ENSMUSG00000052305,Hbb-bs,Age,18,1,0.5934,0.5026,-0.3916,1.5784,1.39,0.2377,0.866355118,0.856101897,0.7250412681,0.0623040546,1.8101407709
ENSMUSG00000052310,Slc39a1,Age,18,1,-0.1356,0.2148,-0.5566,0.2854,0.40,0.5279,0.9774390893,-0.195596279,0.3098903141,0.0099102969,0.873211915
ENSMUSG00000052331,Ankrd44,Age,18,1,0.4309,0.1716,0.0946,0.7671,6.31,0.0120,0.3729252493,0.6216137655,0.2475068703,0.4283782113,1.5385952564
ENSMUSG00000052336,Cx3cr1,Age,18,1,-0.3537,0.3813,-1.1011,0.3937,0.86,0.3536,0.9247176874,-0.51032812,0.5501525867,0.0339908354,0.7020627455
ENSMUSG00000052337,Immt,Age,18,1,0.1151,0.2100,-0.2965,0.5267,0.30,0.5836,0.9865858103,0.1660630019,0.3029482365,0.0058651351,1.1219924764
ENSMUSG00000052363,Zdhhc19,Age,18,1,1.0398,0.7518,-0.4336,2.5133,1.91,0.1666,0.8002778674,1.5001385703,1.0845716906,0.0967591939,2.8286988071
ENSMUSG00000052364,B630019K06Rik,Age,18,0,24.9957,0.0000,24.9957,24.9957,,,,36.06113486,0,,71694075790
ENSMUSG00000052369,Tmem106c,Age,18,1,0.6174,0.7565,-0.8652,2.1000,0.67,0.4144,0.9493680793,0.8907311251,1.0913273684,0.0225653747,1.8541155094
ENSMUSG00000052373,Mpp3,Age,18,1,0.1369,0.6715,-1.1792,1.4530,0.04,0.8385,0.9993708756,0.1974482155,0.9687605942,0.0002733112,1.1466683766
ENSMUSG00000052374,Actn2,Age,18,1,-0.6574,0.6369,-1.9056,0.5909,1.07,0.3020,0.8941016301,-0.948368758,0.9188173254,0.0486131133,0.518218075
ENSMUSG00000052384,Nrros,Age,18,1,-0.0808,0.1466,-0.3682,0.2065,0.30,0.5813,0.9862796008,-0.116625278,0.2114892844,0.0059999493,0.922342654
ENSMUSG00000052387,Trpm3,Age,18,1,1.4159,0.6996,0.0447,2.7872,4.10,0.0430,0.5684606788,2.0427634538,1.0093587759,0.2452995707,4.1203401825
ENSMUSG00000052392,Acot4,Age,18,1,0.6707,0.7729,-0.8441,2.1855,0.75,0.3855,0.9385288108,0.9676345935,1.1150107361,0.0275523909,1.9556315608
ENSMUSG00000052395,Rft1,Age,18,1,0.1243,0.3471,-0.5559,0.8045,0.13,0.7203,0.995805013,0.1793010417,0.5007026077,0.0018256918,1.1323351575
ENSMUSG00000052397,Ezr,Age,18,1,0.4404,0.1642,0.1185,0.7623,7.19,0.0073,0.3185366502,0.6353771275,0.2369289527,0.4968405914,1.5533437486
ENSMUSG00000052406,Rexo4,Age,18,1,-0.2596,0.2323,-0.7149,0.1957,1.25,0.2638,0.8800498022,-0.374505183,0.3351645837,0.0554927503,0.7713699324
ENSMUSG00000052407,Ccdc171,Age,18,1,-0.3650,0.6427,-1.6246,0.8946,0.32,0.5701,0.9841342665,-0.526597306,0.92717206,0.0069456463,0.694190099
ENSMUSG00000052415,Tchh,Age,18,1,1.5111,1.5393,-1.5058,4.5279,0.96,0.3263,0.909902919,2.179994551,2.2206779677,0.0410049418,4.5315184259
ENSMUSG00000052417,Olfr720,Age,18,1,0.5935,0.8731,-1.1177,2.3047,0.46,0.4967,0.9716773739,0.8562102185,1.2595862646,0.0124779099,1.8102766862
ENSMUSG00000052419,2610001J05Rik,Age,18,1,-0.7345,0.5151,-1.7441,0.2752,2.03,0.1539,0.7835330127,-1.059640132,0.7431770341,0.1059427006,0.4797517146
ENSMUSG00000052423,B4galt3,Age,18,1,0.1138,0.2019,-0.2820,0.5095,0.32,0.5731,0.9844393893,0.164127554,0.2912942707,0.0068110177,1.1204882763
ENSMUSG00000052426,Gm9877,Age,18,1,-0.1881,0.4454,-1.0610,0.6849,0.18,0.6728,0.995805013,-0.271336148,0.6425463614,0.0018256918,0.8285518296
ENSMUSG00000052428,Tmco1,Age,18,1,-0.1266,0.2401,-0.5972,0.3440,0.28,0.5980,0.987996563,-0.182668592,0.346396881,0.0052445662,0.8810717459
ENSMUSG00000052435,Cebpe,Age,18,1,-0.3576,0.6105,-1.5542,0.8390,0.34,0.5581,0.9801438951,-0.515873971,0.8807793685,0.0087101608,0.6993691333
ENSMUSG00000052446,Zfp961,Age,18,1,0.6285,0.4814,-0.3151,1.5720,1.70,0.1917,0.8249270701,0.9067002908,0.6945272115,0.0835844447,1.8747526865
ENSMUSG00000052456,Asna1,Age,18,1,-0.2945,0.1705,-0.6287,0.0396,2.98,0.0841,0.6782910617,-0.424883845,0.245960145,0.1685839059,0.7448987031
ENSMUSG00000052459,Atp6v1a,Age,18,1,-0.1387,0.3631,-0.8503,0.5729,0.15,0.7024,0.995805013,-0.200139542,0.5237828732,0.0018256918,0.8704663647
ENSMUSG00000052477,C130026I21Rik,Age,18,1,0.7027,0.3508,0.0152,1.3903,4.01,0.0451,0.5735397772,1.013827937,0.5060860245,0.2414364567,2.0192617535
ENSMUSG00000052488,Cherp,Age,18,1,0.3941,0.3233,-0.2395,1.0277,1.49,0.2228,0.8541510887,0.568568075,0.4664042023,0.0684653012,1.4830508603
ENSMUSG00000052504,Epha3,Age,18,1,0.0075,1.5107,-2.9534,2.9683,0.00,0.9961,0.9999208275,0.0107644445,2.1794242955,0.0000343855,1.0074892496
ENSMUSG00000052512,Nav2,Age,18,1,0.1964,0.4574,-0.7001,1.0929,0.18,0.6677,0.995805013,0.2833108282,0.6599117646,0.0018256918,1.2169845293
ENSMUSG00000052533,Nup188,Age,18,1,0.3267,0.4017,-0.4606,1.1140,0.66,0.4160,0.9494641536,0.4713374762,0.579528423,0.0225214271,1.3863941539
ENSMUSG00000052534,Pbx1,Age,18,1,0.1853,0.2867,-0.3766,0.7471,0.42,0.5181,0.9760109909,0.2672888266,0.4135710844,0.0105452917,1.2035439506
ENSMUSG00000052539,Magi3,Age,18,1,0.4667,0.8372,-1.1741,2.1075,0.31,0.5772,0.9862496528,0.6733042973,1.2077965549,0.0060131367,1.5947212807
ENSMUSG00000052544,St6galnac3,Age,18,1,0.1274,0.5407,-0.9324,1.1872,0.06,0.8137,0.9981830775,0.1838245137,0.780091249,0.0007897971,1.1358910891
ENSMUSG00000052551,Adarb2,Age,18,1,4.0048,1.2400,1.5745,6.4352,10.43,0.0012,0.142215201,5.7777275563,1.7889268957,0.8470539805,54.861705084
ENSMUSG00000052557,Gan,Age,18,1,0.2295,0.2799,-0.3191,0.7782,0.67,0.4123,0.9477624136,0.3311301045,0.4038492441,0.0233005186,1.257998415
ENSMUSG00000052560,Cpne8,Age,18,1,0.0120,0.2757,-0.5283,0.5523,0.00,0.9653,0.9999208275,0.0172921736,0.3976791938,0.0000343855,1.0120581416
ENSMUSG00000052563,D930048N14Rik,Age,18,1,0.7579,0.6635,-0.5425,2.0583,1.30,0.2533,0.8760742476,1.0934473608,0.9571872096,0.0574590857,2.1338331328
ENSMUSG00000052565,Hist1h1d,Age,18,1,1.1695,1.2595,-1.2990,3.6380,0.86,0.3531,0.9241849972,1.6872096102,1.8170219034,0.0342410859,3.220332401
ENSMUSG00000052566,Hook2,Age,18,1,0.9434,0.4778,0.0070,1.8799,3.90,0.0483,0.5817255262,1.3610656846,0.689315548,0.2352818789,2.5687485682
ENSMUSG00000052572,Dlg2,Age,18,1,-0.5389,0.3046,-1.1360,0.0581,3.13,0.0769,0.667251835,-0.7775176,0.4394783344,0.1757102232,0.5833697163
ENSMUSG00000052584,Serp2,Age,18,1,0.4053,1.0617,-1.6755,2.4862,0.15,0.7026,0.995805013,0.5847851386,1.5316900027,0.0018256918,1.4998156043
ENSMUSG00000052593,Adam17,Age,18,1,0.4330,0.4060,-0.3628,1.2288,1.14,0.2862,0.8883915485,0.6246957306,0.5857891315,0.0513955817,1.5418856021
ENSMUSG00000052605,Isoc2b,Age,18,1,0.1466,0.4415,-0.7187,1.0119,0.11,0.7399,0.9978539623,0.2114703734,0.6369105891,0.0009330138,1.1578676643
ENSMUSG00000052609,Plekhg3,Age,18,1,0.1686,0.2149,-0.2525,0.5898,0.62,0.4325,0.9557915318,0.2432879818,0.3099851229,0.0196368216,1.1836872785
ENSMUSG00000052616,Terb1,Age,18,1,-0.9810,0.7818,-2.5133,0.5514,1.57,0.2096,0.8403741983,-1.415214384,1.1279072106,0.07552729,0.3749540251
ENSMUSG00000052631,Sh2d6,Age,18,1,0.8078,1.2836,-1.7080,3.3237,0.40,0.5291,0.9775037449,1.1654597176,1.8518912791,0.0098815701,2.2430467935
ENSMUSG00000052632,Asap2,Age,18,1,0.1866,0.4434,-0.6825,1.0557,0.18,0.6739,0.995805013,0.2691639632,0.6397152867,0.0018256918,1.2051092687
ENSMUSG00000052656,Rnf103,Age,18,1,0.4221,0.6608,-0.8730,1.7173,0.41,0.5229,0.9761580912,0.6090077821,0.9533229213,0.0104798416,1.5252098805
ENSMUSG00000052675,Zfp112,Age,18,1,-0.1124,2.0740,-4.1774,3.9526,0.00,0.9568,0.9999208275,-0.162154362,2.9922030816,0.0000343855,0.8936895362
ENSMUSG00000052676,Zmat1,Age,18,1,0.2669,0.7037,-1.1123,1.6462,0.14,0.7045,0.995805013,0.3850703424,1.0152410222,0.0018256918,1.3059234593
ENSMUSG00000052681,Rap1b,Age,18,1,-0.2427,0.2107,-0.6556,0.1701,1.33,0.2492,0.8746326638,-0.350193171,0.3039132289,0.0581743076,0.7844790521
ENSMUSG00000052684,Jun,Age,18,1,0.5406,0.5054,-0.4501,1.5312,1.14,0.2849,0.8883915485,0.7798498241,0.729180871,0.0513955817,1.7169521391
ENSMUSG00000052688,Rab7b,Age,18,1,0.8818,0.7684,-0.6242,2.3879,1.32,0.2511,0.8746326638,1.2722015991,1.1085675654,0.0581743076,2.415298668
ENSMUSG00000052698,Tln2,Age,18,1,2.2709,0.7451,0.8106,3.7313,9.29,0.0023,0.1859537625,3.276275863,1.0749221729,0.7305950299,9.6885170712
ENSMUSG00000052707,Tnrc6a,Age,18,1,-0.4176,0.2831,-0.9725,0.1372,2.18,0.1402,0.7658749524,-0.602482667,0.4084119712,0.1158421336,0.6586195915
ENSMUSG00000052712,BC004004,Age,18,1,0.2489,0.2122,-0.1671,0.6648,1.37,0.2410,0.8702761605,0.3590150667,0.3061746679,0.060342913,1.2825499969
ENSMUSG00000052713,Zfp608,Age,18,1,-0.4114,0.4666,-1.3259,0.5031,0.78,0.3780,0.9343715721,-0.59348577,0.6731444117,0.0294803833,0.6627396913
ENSMUSG00000052736,Klrc2,Age,18,1,-1.6653,1.0285,-3.6812,0.3506,2.62,0.1054,0.7112854537,-2.40251173,1.4838620524,0.1479560728,0.1891350002
ENSMUSG00000052738,Suclg1,Age,18,1,-0.0765,0.2174,-0.5026,0.3497,0.12,0.7250,0.995805013,-0.110330101,0.3136684767,0.0018256918,0.9263760749
ENSMUSG00000052748,Swt1,Age,18,1,0.1003,0.3025,-0.4926,0.6932,0.11,0.7401,0.9978539623,0.1447627305,0.4364287049,0.0009330138,1.1055488168
ENSMUSG00000052749,Trim30b,Age,18,1,0.1511,0.2351,-0.3096,0.6119,0.41,0.5203,0.9760109909,0.2180342418,0.3391478005,0.0105452917,1.163147648
ENSMUSG00000052751,Repin1,Age,18,1,0.3675,0.7648,-1.1315,1.8665,0.23,0.6308,0.992830538,0.5302605854,1.1033878093,0.003124873,1.4441900274
ENSMUSG00000052752,Traf7,Age,18,1,-0.1150,0.2273,-0.5606,0.3305,0.26,0.6129,0.9919384097,-0.165931034,0.3279645131,0.0035152927,0.8913531046
ENSMUSG00000052760,A630001G21Rik,Age,18,1,0.1844,0.4996,-0.7948,1.1636,0.14,0.7121,0.995805013,0.2660162601,0.7207737165,0.0018256918,1.2024828016
ENSMUSG00000052763,Zfp212,Age,18,1,0.0912,0.4412,-0.7735,0.9558,0.04,0.8363,0.9993708756,0.1315272836,0.6364732048,0.0002733112,1.0954527693
ENSMUSG00000052776,Oas1a,Age,18,1,0.4187,0.3320,-0.2320,1.0693,1.59,0.2072,0.8372513044,0.6040110916,0.4789174167,0.0771441672,1.5199365418
ENSMUSG00000052783,Grk4,Age,18,1,-1.0794,0.6823,-2.4168,0.2579,2.50,0.1136,0.7226500501,-1.557297796,0.984383744,0.1410719629,0.3397869155
ENSMUSG00000052794,1700030K09Rik,Age,18,1,0.5817,0.5128,-0.4233,1.5868,1.29,0.2566,0.876918908,0.8392688783,0.7398025964,0.0570405656,1.7891432192
ENSMUSG00000052798,Nup107,Age,18,1,-0.1604,0.6635,-1.4609,1.1401,0.06,0.8090,0.9981830775,-0.23136159,0.9572770863,0.0007897971,0.8518305695
ENSMUSG00000052812,Atad2b,Age,18,1,-0.2836,0.3528,-0.9751,0.4079,0.65,0.4215,0.9523176186,-0.409110374,0.5089994364,0.0212181808,0.753087616
ENSMUSG00000052821,Cysltr1,Age,18,1,-0.1036,0.6733,-1.4232,1.2160,0.02,0.8777,0.9999208275,-0.14945054,0.9713109605,0.0000343855,0.9015937749
ENSMUSG00000052825,Gm9892,Age,18,1,24.4981,14652.1427,-28693.1738,28742.1700,0.00,0.9987,0.9999208275,35.343317654,21138.57355,0.0000343855,43591193514
ENSMUSG00000052833,Sae1,Age,18,1,-0.1416,0.2415,-0.6151,0.3318,0.34,0.5576,0.9801438951,-0.204356551,0.3484815876,0.0087101608,0.8679256999
ENSMUSG00000052837,Junb,Age,18,1,0.0275,0.2981,-0.5567,0.6118,0.01,0.9264,0.9999208275,0.0397132314,0.4300461297,0.0000343855,1.0279094858
ENSMUSG00000052852,Reep1,Age,18,1,-2.1828,1.5299,-5.1813,0.8157,2.04,0.1536,0.7835330127,-3.149145328,2.2071530157,0.1059427006,0.1127230667
ENSMUSG00000052854,Nrk,Age,18,1,-1.3393,1.1711,-3.6347,0.9561,1.31,0.2528,0.8756734943,-1.932252395,1.6896067416,0.0576577957,0.2620197753
ENSMUSG00000052861,Dnah6,Age,18,1,-1.5736,1.4203,-4.3573,1.2101,1.23,0.2679,0.8811591622,-2.270221318,2.0490053275,0.0549456387,0.2072980832
ENSMUSG00000052889,Prkcb,Age,18,1,0.2426,0.1611,-0.0731,0.5583,2.27,0.1321,0.753938633,0.3499617661,0.2323760287,0.1226640022,1.2745268497
ENSMUSG00000052906,Ubxn8,Age,18,1,0.2252,0.2421,-0.2493,0.6997,0.87,0.3522,0.9241849972,0.3249102592,0.3492643205,0.0342410859,1.2525865208
ENSMUSG00000052909,Gm9894,Age,18,1,-0.5022,0.9977,-2.4577,1.4532,0.25,0.6147,0.9920443858,-0.724565781,1.4393568103,0.0034688963,0.6051791626
ENSMUSG00000052911,Lamb2,Age,18,0,25.4276,0.0000,25.4276,25.4276,,,,36.684211445,0,,110420068465
